sample,arabinose,AHL,fluo,time,mean,sd,category
Heterogenous_offsite,2.00E-04,0.1,GFP,16.66666667,15449.28615,3071.469927,2
Heterogenous_offsite,2.00E-04,10,GFP,16.66666667,6213.062015,2986.706312,2
Heterogenous_offsite,0.002,0,GFP,16.66666667,122699.5136,16837.95313,2
Heterogenous_offsite,0.002,0.0015625,GFP,16.66666667,107078.3578,15491.68386,2
Heterogenous_offsite,0.002,0.00625,GFP,16.66666667,81140.76665,12311.58165,2
Heterogenous_offsite,0.002,0.025,GFP,16.66666667,29213.82945,4900.016491,2
Heterogenous_offsite,0.002,0.1,GFP,16.66666667,14440.27221,2142.748243,2
Heterogenous_offsite,0.002,10,GFP,16.66666667,10617.2901,3308.561176,2
Heterogenous_offsite,0.02,0,GFP,16.66666667,118683.3058,18198.87451,2
Heterogenous_offsite,0.02,0.0015625,GFP,16.66666667,102200.784,22326.8827,2
Heterogenous_offsite,0.02,0.00625,GFP,16.66666667,77851.37768,16769.34267,2
Heterogenous_offsite,0.02,0.025,GFP,16.66666667,28083.10169,5421.420189,2
Heterogenous_offsite,0.02,0.1,GFP,16.66666667,14273.01079,2437.110513,2
Heterogenous_offsite,0.02,10,GFP,16.66666667,7951.795166,2712.201641,2
Heterogenous_offsite,0.2,0,GFP,16.66666667,118569.4651,11987.42704,2
Heterogenous_offsite,0.2,0.0015625,GFP,16.66666667,107224.4861,13144.86878,2
Heterogenous_offsite,0.2,0.00625,GFP,16.66666667,79186.10956,9027.926953,2
Heterogenous_offsite,0.2,0.025,GFP,16.66666667,27284.04539,4571.263307,2
Heterogenous_offsite,0.2,0.1,GFP,16.66666667,14064.12612,2444.470317,2
Heterogenous_offsite,0.2,10,GFP,16.66666667,6318.08156,536.8665887,2
Heterogenous_onsite,0,0,GFP,16.66666667,15111.08411,1407.038813,1
Heterogenous_onsite,0,0.0015625,GFP,16.66666667,15061.12839,1339.077714,1
Heterogenous_onsite,0,0.00625,GFP,16.66666667,14012.84321,1245.063784,1
Heterogenous_onsite,0,0.025,GFP,16.66666667,9932.713615,424.7432742,1
Heterogenous_onsite,0,0.1,GFP,16.66666667,7476.287413,371.7762283,1
Heterogenous_onsite,0,10,GFP,16.66666667,8477.601404,6227.229857,1
Heterogenous_onsite,2.00E-07,0,GFP,16.66666667,15032.4494,1703.651765,1
Heterogenous_onsite,2.00E-07,0.0015625,GFP,16.66666667,14928.21072,1608.252452,1
Heterogenous_onsite,2.00E-07,0.00625,GFP,16.66666667,13748.24772,1119.170737,1
Heterogenous_onsite,2.00E-07,0.025,GFP,16.66666667,9722.111381,1009.639282,1
Heterogenous_onsite,2.00E-07,0.1,GFP,16.66666667,7430.452782,307.4865965,1
Heterogenous_onsite,2.00E-07,10,GFP,16.66666667,7937.084405,6275.104159,1
Heterogenous_onsite,2.00E-06,0,GFP,16.66666667,15167.19231,1609.58385,1
Heterogenous_onsite,2.00E-06,0.0015625,GFP,16.66666667,14954.62971,1717.44688,1
Heterogenous_onsite,2.00E-06,0.00625,GFP,16.66666667,13687.66518,1179.457966,1
Heterogenous_onsite,2.00E-06,0.025,GFP,16.66666667,10064.90569,762.6311322,1
Heterogenous_onsite,2.00E-06,0.1,GFP,16.66666667,7833.872386,929.0927028,1
Heterogenous_onsite,2.00E-06,10,GFP,16.66666667,11874.40034,7992.307853,1
Heterogenous_onsite,2.00E-05,0,GFP,16.66666667,14903.51419,1691.420552,1
Heterogenous_onsite,2.00E-05,0.0015625,GFP,16.66666667,14964.37785,1858.57658,1
Heterogenous_onsite,2.00E-05,0.00625,GFP,16.66666667,13773.29303,1360.848218,1
Heterogenous_onsite,2.00E-05,0.025,GFP,16.66666667,10289.8632,661.3847713,1
Heterogenous_onsite,2.00E-05,0.1,GFP,16.66666667,8397.416531,1888.137919,1
Heterogenous_onsite,2.00E-05,10,GFP,16.66666667,9026.007068,5277.43002,1
Heterogenous_onsite,2.00E-04,0,GFP,16.66666667,17200.03934,2293.750519,1
Heterogenous_onsite,2.00E-04,0.0015625,GFP,16.66666667,16253.18539,2882.002453,1
Heterogenous_onsite,2.00E-04,0.00625,GFP,16.66666667,14686.06697,1870.076234,1
Heterogenous_onsite,2.00E-04,0.025,GFP,16.66666667,10652.20266,784.5937577,1
Heterogenous_onsite,2.00E-04,0.1,GFP,16.66666667,8876.292457,2002.491862,1
Heterogenous_onsite,2.00E-04,10,GFP,16.66666667,9019.843548,3921.127389,1
Heterogenous_onsite,0.002,0,GFP,16.66666667,17794.72036,2819.87819,1
Heterogenous_onsite,0.002,0.0015625,GFP,16.66666667,17088.26698,2541.07627,1
Heterogenous_onsite,0.002,0.00625,GFP,16.66666667,15071.75614,2151.805671,1
Heterogenous_onsite,0.002,0.025,GFP,16.66666667,11788.36051,1391.08935,1
Heterogenous_onsite,0.002,0.1,GFP,16.66666667,8909.31713,1463.296523,1
Heterogenous_onsite,0.002,10,GFP,16.66666667,11236.33947,5347.913353,1
Heterogenous_onsite,0.02,0,GFP,16.66666667,19544.99623,3276.042561,1
Heterogenous_onsite,0.02,0.0015625,GFP,16.66666667,18729.91252,3093.919646,1
Heterogenous_onsite,0.02,0.00625,GFP,16.66666667,16179.23376,2816.261213,1
Heterogenous_onsite,0.02,0.025,GFP,16.66666667,12139.44768,1434.9116,1
Heterogenous_onsite,0.02,0.1,GFP,16.66666667,8647.537924,611.7841098,1
Heterogenous_onsite,0.02,10,GFP,16.66666667,8303.610733,2581.794662,1
Heterogenous_onsite,0.2,0,GFP,16.66666667,21256.1295,3350.517936,1
Heterogenous_onsite,0.2,0.0015625,GFP,16.66666667,20166.32614,3633.981438,1
Heterogenous_onsite,0.2,0.00625,GFP,16.66666667,17174.56748,2843.211215,1
Heterogenous_onsite,0.2,0.025,GFP,16.66666667,12503.79529,1892.038186,1
Heterogenous_onsite,0.2,0.1,GFP,16.66666667,9187.213593,936.8483189,1
Heterogenous_onsite,0.2,10,GFP,16.66666667,6344.50976,2230.162173,1
Homogenous_offsite,0,0,GFP,16.66666667,67055.68106,11741.05254,4
Homogenous_offsite,0,0.0015625,GFP,16.66666667,108763.2092,40760.23661,4
Homogenous_offsite,0,0.00625,GFP,16.66666667,78793.91859,27759.60111,4
Homogenous_offsite,0,0.025,GFP,16.66666667,51924.22997,12202.29405,4
Homogenous_offsite,0,0.1,GFP,16.66666667,31319.68411,10317.939,4
Homogenous_offsite,0,10,GFP,16.66666667,14552.87514,5148.425885,4
Homogenous_offsite,2.00E-07,0,GFP,16.66666667,66079.64407,11874.78187,4
Homogenous_offsite,2.00E-07,0.0015625,GFP,16.66666667,97891.04648,34227.70982,4
Homogenous_offsite,2.00E-07,0.00625,GFP,16.66666667,77328.34697,27541.01833,4
Homogenous_offsite,2.00E-07,0.025,GFP,16.66666667,51405.88655,13337.7689,4
Homogenous_offsite,2.00E-07,0.1,GFP,16.66666667,30536.92527,10113.98023,4
Homogenous_offsite,2.00E-07,10,GFP,16.66666667,14363.81175,5027.997782,4
Homogenous_offsite,2.00E-06,0,GFP,16.66666667,81455.24306,19175.70987,4
Homogenous_offsite,2.00E-06,0.0015625,GFP,16.66666667,116692.5247,45332.3099,4
Homogenous_offsite,2.00E-06,0.00625,GFP,16.66666667,90045.66718,25073.16316,4
Homogenous_offsite,2.00E-06,0.025,GFP,16.66666667,61213.12951,17974.49293,4
Homogenous_offsite,2.00E-06,0.1,GFP,16.66666667,33272.03057,14163.74279,4
Homogenous_offsite,2.00E-06,10,GFP,16.66666667,14324.79811,5213.806122,4
Homogenous_offsite,2.00E-05,0,GFP,16.66666667,179793.7413,32598.68798,4
Homogenous_offsite,2.00E-05,0.0015625,GFP,16.66666667,182449.8322,37269.27724,4
Homogenous_offsite,2.00E-05,0.00625,GFP,16.66666667,177562.6077,39659.83427,4
Homogenous_offsite,2.00E-05,0.025,GFP,16.66666667,144863.0433,36547.98548,4
Homogenous_offsite,2.00E-05,0.1,GFP,16.66666667,83315.2559,40292.88713,4
Homogenous_offsite,2.00E-05,10,GFP,16.66666667,15219.47585,6455.881407,4
Homogenous_offsite,2.00E-04,0,GFP,16.66666667,202180.1496,40307.2156,4
Homogenous_offsite,2.00E-04,0.0015625,GFP,16.66666667,193643.8264,39702.2581,4
Homogenous_offsite,2.00E-04,0.00625,GFP,16.66666667,192919.697,40449.79093,4
Homogenous_offsite,2.00E-04,0.025,GFP,16.66666667,182614.3193,41794.64374,4
Homogenous_offsite,2.00E-04,0.1,GFP,16.66666667,137341.7724,43338.61406,4
Homogenous_offsite,2.00E-04,10,GFP,16.66666667,29091.89398,24048.14879,4
Homogenous_offsite,0.002,0,GFP,16.66666667,146965.7773,31033.03228,4
Homogenous_offsite,0.002,0.0015625,GFP,16.66666667,144449.8217,32084.06682,4
Homogenous_offsite,0.002,0.00625,GFP,16.66666667,141855.5068,31213.85846,4
Homogenous_offsite,0.002,0.025,GFP,16.66666667,132798.2463,30294.03753,4
Homogenous_offsite,0.002,0.1,GFP,16.66666667,108474.3089,40829.02078,4
Homogenous_offsite,0.002,10,GFP,16.66666667,31075.24753,23572.44327,4
Homogenous_offsite,0.02,0,GFP,16.66666667,149577.2425,34252.33063,4
Homogenous_offsite,0.02,0.0015625,GFP,16.66666667,143517.1956,33187.81162,4
Homogenous_offsite,0.02,0.00625,GFP,16.66666667,139917.4765,33167.80298,4
Homogenous_offsite,0.02,0.025,GFP,16.66666667,131630.8392,32650.19362,4
Homogenous_offsite,0.02,0.1,GFP,16.66666667,109481.845,41096.1227,4
Homogenous_offsite,0.02,10,GFP,16.66666667,31732.80538,25205.22052,4
Homogenous_offsite,0.2,0,GFP,16.66666667,149630.1882,32568.19516,4
Homogenous_offsite,0.2,0.0015625,GFP,16.66666667,146866.2229,33920.69525,4
Homogenous_offsite,0.2,0.00625,GFP,16.66666667,146015.9661,35262.04523,4
Homogenous_offsite,0.2,0.025,GFP,16.66666667,142153.3439,37771.64757,4
Homogenous_offsite,0.2,0.1,GFP,16.66666667,106085.2275,44465.92061,4
Homogenous_offsite,0.2,10,GFP,16.66666667,30184.69598,24306.28734,4
Homogenous_onsite,0,0,GFP,16.66666667,20799.66716,1160.435804,3
Homogenous_onsite,0,0.0015625,GFP,16.66666667,30749.87421,10144.82779,3
Homogenous_onsite,0,0.00625,GFP,16.66666667,19253.30536,2803.733306,3
Homogenous_onsite,0,0.025,GFP,16.66666667,12848.17632,426.0170219,3
Homogenous_onsite,0,0.1,GFP,16.66666667,9695.661742,1860.616558,3
Homogenous_onsite,0,10,GFP,16.66666667,7373.143458,2319.250125,3
Homogenous_onsite,2.00E-07,0,GFP,16.66666667,19139.72218,822.524936,3
Homogenous_onsite,2.00E-07,0.0015625,GFP,16.66666667,25185.48123,5451.383784,3
Homogenous_onsite,2.00E-07,0.00625,GFP,16.66666667,18407.02908,2803.07815,3
Homogenous_onsite,2.00E-07,0.025,GFP,16.66666667,12891.82014,363.9134192,3
Homogenous_onsite,2.00E-07,0.1,GFP,16.66666667,9752.579104,1388.682869,3
Homogenous_onsite,2.00E-07,10,GFP,16.66666667,7396.81154,2271.8515,3
Homogenous_onsite,2.00E-06,0,GFP,16.66666667,20018.53985,1451.886117,3
Homogenous_onsite,2.00E-06,0.0015625,GFP,16.66666667,25178.51655,5252.182227,3
Homogenous_onsite,2.00E-06,0.00625,GFP,16.66666667,19119.41669,2730.205404,3
Homogenous_onsite,2.00E-06,0.025,GFP,16.66666667,13261.0896,201.590838,3
Homogenous_onsite,2.00E-06,0.1,GFP,16.66666667,9841.054968,1263.445192,3
Homogenous_onsite,2.00E-06,10,GFP,16.66666667,8654.932017,3386.177768,3
Homogenous_onsite,2.00E-05,0,GFP,16.66666667,34753.38049,4604.733474,3
Homogenous_onsite,2.00E-05,0.0015625,GFP,16.66666667,41998.9516,11754.16487,3
Homogenous_onsite,2.00E-05,0.00625,GFP,16.66666667,32695.8323,5898.611598,3
Homogenous_onsite,2.00E-05,0.025,GFP,16.66666667,17470.55435,1591.999148,3
Homogenous_onsite,2.00E-05,0.1,GFP,16.66666667,10620.45412,554.8284889,3
Homogenous_onsite,2.00E-05,10,GFP,16.66666667,8824.372865,2985.522933,3
Homogenous_onsite,2.00E-04,0,GFP,16.66666667,112772.3479,11062.61154,3
Homogenous_onsite,2.00E-04,0.0015625,GFP,16.66666667,112141.5351,13451.68451,3
Homogenous_onsite,2.00E-04,0.00625,GFP,16.66666667,103160.6732,14638.66567,3
Homogenous_onsite,2.00E-04,0.025,GFP,16.66666667,67029.92835,17637.97401,3
Homogenous_onsite,2.00E-04,0.1,GFP,16.66666667,22881.9639,7408.128826,3
Homogenous_onsite,2.00E-04,10,GFP,16.66666667,9455.429502,3325.883893,3
Homogenous_onsite,0.002,0,GFP,16.66666667,129216.943,16354.00916,3
Homogenous_onsite,0.002,0.0015625,GFP,16.66666667,124959.9356,11312.99636,3
Homogenous_onsite,0.002,0.00625,GFP,16.66666667,121150.3174,6836.493627,3
Homogenous_onsite,0.002,0.025,GFP,16.66666667,87433.97823,7329.155843,3
Homogenous_onsite,0.002,0.1,GFP,16.66666667,36313.96207,8591.488846,3
Homogenous_onsite,0.002,10,GFP,16.66666667,8992.945382,2163.401269,3
Homogenous_onsite,0.02,0,GFP,16.66666667,134213.3222,21202.05178,3
Homogenous_onsite,0.02,0.0015625,GFP,16.66666667,134835.174,22493.17451,3
Homogenous_onsite,0.02,0.00625,GFP,16.66666667,129998.6382,14962.61552,3
Homogenous_onsite,0.02,0.025,GFP,16.66666667,98020.24908,1315.026757,3
Homogenous_onsite,0.02,0.1,GFP,16.66666667,35525.07624,5255.467866,3
Homogenous_onsite,0.02,10,GFP,16.66666667,9866.408796,2003.25256,3
Homogenous_onsite,0.2,0,GFP,16.66666667,153841.087,31237.0397,3
Homogenous_onsite,0.2,0.0015625,GFP,16.66666667,153002.1944,24681.99856,3
Homogenous_onsite,0.2,0.00625,GFP,16.66666667,147441.021,21387.70054,3
Homogenous_onsite,0.2,0.025,GFP,16.66666667,106982.2185,9954.923367,3
Homogenous_onsite,0.2,0.1,GFP,16.66666667,38105.14549,4785.787839,3
Homogenous_onsite,0.2,10,GFP,16.66666667,10709.22595,2331.309764,3
